AUC,GO:0000124,GO:0000151,GO:0000228,GO:0000323,GO:0000428,GO:0000775,GO:0000776,GO:0000785,GO:0000790,GO:0000791,GO:0000792,GO:0000793,GO:0000794,GO:0000922,GO:0000932,GO:0005575,GO:0005576,GO:0005578,GO:0005604,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005643,GO:0005652,GO:0005654,GO:0005657,GO:0005667,GO:0005669,GO:0005681,GO:0005694,GO:0005700,GO:0005701,GO:0005703,GO:0005705,GO:0005719,GO:0005721,GO:0005730,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005764,GO:0005768,GO:0005770,GO:0005773,GO:0005783,GO:0005789,GO:0005794,GO:0005795,GO:0005811,GO:0005813,GO:0005814,GO:0005815,GO:0005819,GO:0005828,GO:0005829,GO:0005840,GO:0005856,GO:0005874,GO:0005875,GO:0005876,GO:0005886,GO:0005887,GO:0005911,GO:0005912,GO:0005918,GO:0005920,GO:0005921,GO:0005924,GO:0005929,GO:0005938,GO:0008021,GO:0008023,GO:0008180,GO:0009986,GO:0010369,GO:0012505,GO:0015629,GO:0015630,GO:0016020,GO:0016021,GO:0016023,GO:0016027,GO:0016028,GO:0016323,GO:0016324,GO:0016327,GO:0016459,GO:0016460,GO:0016461,GO:0016469,GO:0016591,GO:0016592,GO:0016604,GO:0017053,GO:0019866,GO:0019897,GO:0019898,GO:0030016,GO:0030017,GO:0030018,GO:0030054,GO:0030055,GO:0030135,GO:0030136,GO:0030139,GO:0030312,GO:0030424,GO:0030425,GO:0030496,GO:0030529,GO:0030880,GO:0030894,GO:0031010,GO:0031011,GO:0031012,GO:0031090,GO:0031224,GO:0031226,GO:0031252,GO:0031253,GO:0031300,GO:0031410,GO:0031430,GO:0031514,GO:0031519,GO:0031523,GO:0031594,GO:0031672,GO:0031674,GO:0031965,GO:0031966,GO:0031967,GO:0031970,GO:0031974,GO:0031975,GO:0031981,GO:0031982,GO:0031984,GO:0031985,GO:0031988,GO:0032991,GO:0032993,GO:0033176,GO:0033181,GO:0033202,GO:0033267,GO:0034399,GO:0034708,GO:0035003,GO:0035097,GO:0035098,GO:0035102,GO:0035267,GO:0035327,GO:0035770,GO:0042175,GO:0042995,GO:0043005,GO:0043025,GO:0043073,GO:0043186,GO:0043189,GO:0043195,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043234,GO:0043235,GO:0043292,GO:0043296,GO:0043596,GO:0043601,GO:0043679,GO:0044297,GO:0044306,GO:0044420,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044427,GO:0044428,GO:0044429,GO:0044430,GO:0044431,GO:0044432,GO:0044444,GO:0044446,GO:0044448,GO:0044449,GO:0044450,GO:0044451,GO:0044454,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0045169,GO:0045170,GO:0045171,GO:0045172,GO:0045177,GO:0045178,GO:0045179,GO:0045202,GO:0045211,GO:0045495,GO:0046930,GO:0048471,GO:0048786,GO:0051233,GO:0055029,GO:0060293,GO:0070013,GO:0070160,GO:0070161,GO:0070461,GO:0070603,GO:0070864,GO:0071011,GO:0071013,GO:0071944,GO:0072686,GO:0090544,GO:0097060,GO:0097346,GO:0097458
ROC,0.91206972354,0.760846835106,0.331661442006,0.889484851394,0.241466907477,0.916040338806,0.582096400805,0.338147566719,0.904427183486,0.897462778509,0.723432478851,0.940391382017,0.668850152543,0.145141065831,0.535059190585,0.155555036097,0.958240175982,0.678985135805,0.0997106341934,0.0214792596566,0.865913000737,0.998019133126,0.991444996795,0.973207435307,0.65564482476,0.393376574165,0.451724137931,0.921285839108,0.220689655172,0.935668565894,0.935221606785,0.923321680446,0.889240709076,0.908876249084,0.402821316614,0.894935992671,0.873590911933,0.105015673981,0.94263322884,0.87955571682,0.877094402673,0.813498927075,0.222681331846,0.182445141066,0.166545277383,0.212546138101,0.27514209928,0.241466907477,0.840313473137,0.208791208791,0.863551744522,0.42382469747,0.874096555618,0.853405106618,0.717653528737,0.861231641856,0.87888774143,0.383385579937,0.826490997254,0.990785111513,0.911509233062,0.941953771109,0.93407364317,0.768759811617,0.879174205218,0.0519435365391,0.0499547920434,0.266682928041,0.294725834214,0.240438871473,0.2,0.141090928776,0.198017007623,0.68437963901,0.245514337879,0.934959963666,0.973173870465,0.310108804044,0.585234962082,0.448019017433,0.565354330709,0.925983497902,0.809312452254,0.251774394385,0.453133194791,0.213000054133,0.57376400308,0.0927786499215,0.0554507337526,0.0818799427174,0.562323390895,0.33855799373,0.991849529781,0.0514913657771,0.729898606523,0.953277056062,0.930785962806,0.937205651491,0.338729743163,0.0620992664119,0.0963016169216,0.202383173879,0.202383173879,0.242468861188,0.108231225196,0.141090928776,0.26186181294,0.262360169031,0.318578142433,0.0500019684749,0.717275551531,0.274731935716,0.731552191651,0.887166504845,0.916040338806,0.220689655172,0.901880877743,0.560278883678,0.29994717771,0.450314377649,0.351656010079,0.0519435365391,0.0929491690575,0.265856311177,0.292789968652,0.580088882795,0.226959247649,0.203134796238,0.928721174004,0.949507635222,0.420209602337,0.260070471401,0.242468861188,0.213560823413,0.323750633603,0.348154283078,0.256739811912,0.912358974359,0.536120637898,0.920200209631,0.776394733309,0.239424122675,0.219042287761,0.527278992928,0.887086290493,0.766061524682,0.0514913657771,0.0514913657771,0.9342600749,0.1571278826,0.740345368917,0.933170258911,0.121943573668,0.933170258911,0.939328405585,0.597492163009,0.716229091106,0.758310162744,0.889121601545,0.221344648164,0.427835663799,0.419460596575,0.30068951042,0.901719216744,0.919466248038,0.758862319946,0.142543171115,0.985704130226,0.973266516065,0.890621609403,0.985538231752,0.973253329268,0.890628390597,0.9162536124,0.880680426241,0.282341057957,0.206813417191,0.0775590551181,0.575548589342,0.233228840125,0.196679189334,0.273541694699,0.196679189334,0.0214792596566,0.65648039112,0.900260153273,0.998055633046,0.40338747171,0.885855371997,0.913638517941,0.324996203305,0.920115165976,0.290873591817,0.336684205748,0.844766569577,0.901608784599,0.56539572294,0.206813417191,0.730200774069,0.926706973729,0.89068716094,0.186939066386,0.251785714286,0.148936755997,0.991444996795,0.343949140791,0.260088433734,0.75542708523,0.558566802655,0.444948171542,0.230407523511,0.212085943613,0.212826298488,0.160839160839,0.616103146629,0.521791016865,0.445243978937,0.163805406416,0.184272131809,0.76257030726,0.715556658077,0.916271127069,0.240008853082,0.374200352716,0.748833960289,0.912525297545,0.136993056205,0.930160266709,0.922227213208,0.841857733292,0.20184372278,0.919122257053,0.158522511971,0.560278883678
PRC,0.071159791145,0.0283141873248,0.00367630284721,0.063166400808,0.00326367958365,0.0888796964891,0.0220020004189,0.00452556394688,0.1025072472,0.0545061319432,0.0204815248514,0.0546340656209,0.0116928116651,0.00184520276057,0.016820470583,0.00256083848482,0.960568829633,0.551197722097,0.00248776652575,0.00176186442103,0.77630797061,0.996085586429,0.988292810267,0.887496872872,0.0160150883018,0.0054312277627,0.00923648250902,0.235374088848,0.00488578887291,0.159270856898,0.0497852328332,0.291917332915,0.18224758439,0.137292313126,0.00805492749396,0.13614901107,0.0261720582183,0.00175361641187,0.0635366044175,0.04638420018,0.445897839949,0.0539762566579,0.0037434872759,0.00192617943844,0.00248161339556,0.004305567399,0.00256056252565,0.00326367958365,0.0520823265265,0.00295002183681,0.059283117221,0.00608145965951,0.242749885016,0.0800186239196,0.0156216696187,0.066350239801,0.0779784059586,0.00826157048334,0.0580757445569,0.923042039377,0.400603023773,0.186473724772,0.396479220279,0.135673714802,0.256192910248,0.00359803789977,0.00656673450255,0.00957075322093,0.0610067373714,0.00240591683899,0.201565682628,0.00208193885182,0.00215539190519,0.0621301069662,0.00269982463418,0.0731101921868,0.0867604046281,0.008587755846,0.0168507811267,0.0162078965566,0.0313176772056,0.407334249857,0.188953810286,0.00815980227921,0.0132634755783,0.00848560403164,0.0246860651225,0.00259251451216,0.00327478219377,0.00220521067591,0.143583849739,0.00544182998629,0.52967032967,0.00248931451367,0.0372994753204,0.115162315606,0.29425264134,0.0474976457235,0.00367288879703,0.00282043784803,0.00323525044367,0.00364649920472,0.00364649920472,0.00286179041428,0.00956979537339,0.00208193885182,0.0035805039328,0.00336379461986,0.00516407014325,0.00197833456941,0.0685537783703,0.0159426661954,0.041201868855,0.259105350078,0.0888796964891,0.00488578887291,0.0169001264918,0.0199759274943,0.00503425952537,0.0123584352338,0.011668555386,0.00359803789977,0.00225068150768,0.102334591435,0.0022342142236,0.02075274193,0.0020309220979,0.00196666873399,0.0544435810455,0.0571354451742,0.0226367713105,0.0025616483447,0.00286179041428,0.00219384376671,0.00385916511848,0.0129094070809,0.00212116018611,0.279681514147,0.0186608325117,0.284959598728,0.0269539469976,0.00262868482278,0.00219913396295,0.0142641778741,0.460942702535,0.0306910293484,0.00248931451367,0.00248931451367,0.0557503834963,0.0036519156461,0.0179297648215,0.0741768084122,0.00180559917185,0.0741768084122,0.0812411539377,0.0503864935598,0.0131374374116,0.0420915481109,0.0523506608361,0.00317711722059,0.0470922453342,0.0431146381541,0.00604966060244,0.149420980513,0.152799408015,0.0228883783453,0.00271262421989,0.960133302581,0.909662741939,0.380769941336,0.959691530916,0.909646012406,0.380809395553,0.282056592769,0.395640750469,0.00321636748876,0.00387827828157,0.00416910020773,0.0150411505818,0.00688125578265,0.00341668862887,0.00647290239138,0.00341668862887,0.00176186442103,0.513976262639,0.477805554106,0.996149588961,0.0491451191305,0.142119229115,0.354830176504,0.00576253182045,0.400751141966,0.00407105213622,0.0064051939194,0.295017320237,0.476226659125,0.0116178028519,0.00387827828157,0.053370673965,0.234136282291,0.0616277612001,0.00614881166325,0.0700109519656,0.00697549319588,0.988292810267,0.00569895658993,0.00315698044657,0.0599819022306,0.0269645246635,0.0173028822957,0.00208690648779,0.00257341110251,0.0108361312255,0.00210732530598,0.103718458382,0.00748601850695,0.00866544243453,0.00269936449575,0.00212244000089,0.0823671409432,0.118390490558,0.282078541564,0.00571770157814,0.0232187473714,0.0271585053264,0.0443594520597,0.00206526887598,0.309233186475,0.266554263134,0.216998989584,0.00270034103207,0.0596466007787,0.00253440958632,0.0199759274943
